gene_id	seqnames	start	end	width	strand
ENSG00000267922	chr19	46101122	46196218	95097	+
ENSG00000267924	chr19	23817599	23874701	57103	-
ENSG00000267927	chr19	52171158	52177002	5845	+
ENSG00000267934	chr19	23323968	23329101	5134	+
ENSG00000267938	chr19	4347780	4349061	1282	-
ENSG00000267939	chr19	8008729	8016025	7297	+
ENSG00000267940	chr11	6201901	6203253	1353	-
ENSG00000267943	chr19	53007512	53013180	5669	+
ENSG00000267952	chr19	7507052	7519622	12571	+
ENSG00000267959	chr19	18282077	18282161	85	+
ENSG00000267961	chr19	15141132	15142038	907	-
ENSG00000267968	chr19	50830530	50851089	20560	+
ENSG00000267978	chrX	149581653	149587453	5801	-
ENSG00000267980	chr19	4363789	4364640	852	+
ENSG00000267984	chr19	51345169	51353293	8125	+
ENSG00000267986	chr19	8581160	8582715	1556	+
ENSG00000267990	chr19	51137970	51138634	665	+
ENSG00000267992	chr19	39030436	39031323	888	+
ENSG00000268001	chr19	48255675	48258199	2525	+
ENSG00000268006	chr19	49838639	49851676	13038	-
ENSG00000268009	chrX	48383516	48393347	9832	+
ENSG00000268015	chr19	52222225	52231294	9070	-
ENSG00000268020	chr1	52473	53312	840	+
ENSG00000268027	chr19	41545192	41555462	10271	+
ENSG00000268030	chr19	18557775	18561560	3786	-
ENSG00000268034	chr19	41506152	41506898	747	+
ENSG00000268036	chr19	56613810	56613951	142	+
ENSG00000268038	chr19	22615557	22623971	8415	-
ENSG00000268041	chr19	41908519	41910097	1579	-
ENSG00000268043	chr1	146938744	146996202	57459	+
ENSG00000268047	chr19	49852887	49854967	2081	-
ENSG00000268049	chr19	58357999	58359603	1605	+
ENSG00000268050	chr9	129175807	129177575	1769	+
ENSG00000268051	chr19	37963853	37964790	938	+
ENSG00000268053	chr19	46111079	46113863	2785	-
ENSG00000268055	chr19	38535517	38537128	1612	-
ENSG00000268056	chr19	17152588	17168051	15464	-
ENSG00000268058	chr19	24098425	24098980	556	-
ENSG00000268061	chr19	47484282	47501597	17316	+
ENSG00000268062	chr1	171345105	171345307	203	-
ENSG00000268066	chrX	147909431	147911817	2387	-
ENSG00000268067	chr19	56760933	56761215	283	+
ENSG00000268069	chr12	47784923	47786002	1080	+
ENSG00000268070	chr19	20033444	20034332	889	+
ENSG00000268074	chr1	143929994	143930382	389	-
ENSG00000268078	chr16	86158206	86158798	593	-
ENSG00000268079	chr19	22203128	22204003	876	+
ENSG00000268080	chr8	93229659	93229916	258	+
ENSG00000268081	chr19	21554640	21569237	14598	-
ENSG00000268083	chr19	38817471	38840178	22708	-
ENSG00000268087	chr19	16610411	16636531	26121	+
ENSG00000268088	chr19	39693925	39696258	2334	+
ENSG00000268089	chrX	152638183	152657534	19352	+
ENSG00000268093	chr19	48619272	48624132	4861	-
ENSG00000268095	chr19	51888025	51900463	12439	+
ENSG00000268100	chr19	23492428	23512656	20229	-
ENSG00000268101	chr19	41050449	41062444	11996	-
ENSG00000268104	chrX	116436622	116461458	24837	+
ENSG00000268105	chr19	23125665	23128543	2879	+
ENSG00000268107	chr19	57487718	57505381	17664	+
ENSG00000268108	chr19	49060613	49061132	520	+
ENSG00000268112	chr19	17727840	17734513	6674	-
ENSG00000268116	chr19	22130325	22130489	165	+
ENSG00000268117	chr19	21719801	21720035	235	-
ENSG00000268119	chr19	21444241	21463908	19668	-
ENSG00000268120	chr19	7870561	7871296	736	+
ENSG00000268129	chr3	143000907	143001467	561	-
ENSG00000268133	chr19	57363566	57398584	35019	+
ENSG00000268140	chr19	22137931	22138981	1051	+
ENSG00000268144	chr19	51396755	51403526	6772	-
ENSG00000268148	chr19	23290849	23291017	169	+
ENSG00000268149	chr19	7912648	7913518	871	-
ENSG00000268153	chr19	39638685	39642401	3717	+
ENSG00000268154	chr1	154950210	154950492	283	-
ENSG00000268157	chr19	49356152	49357769	1618	+
ENSG00000268163	chr19	57437970	57477536	39567	-
ENSG00000268170	chr7	143220468	143222267	1800	-
ENSG00000268173	chr19	18153158	18178117	24960	+
ENSG00000268174	chr19	20416514	20417069	556	+
ENSG00000268181	chr7	63396341	63399250	2910	-
ENSG00000268182	chr19	56643145	56655766	12622	+
ENSG00000268184	chr19	21768772	21793860	25089	-
ENSG00000268186	chr19	48262900	48271283	8384	-
ENSG00000268187	chr7	56804059	56804689	631	+
ENSG00000268189	chr19	15379076	15381194	2119	+
ENSG00000268191	chr19	6494320	6495025	706	+
ENSG00000268193	chr19	18907013	18934397	27385	-
ENSG00000268199	chr19	18441419	18443597	2179	+
ENSG00000268201	chr19	58266635	58267685	1051	+
ENSG00000268203	chr19	6494320	6494805	486	+
ENSG00000268204	chr19	7633766	7636990	3225	-
ENSG00000268205	chr19	57304305	57308562	4258	+
ENSG00000268209	chr4	69387580	69388307	728	+
ENSG00000268218	chr16	89268104	89273044	4941	+
ENSG00000268220	chr3	170087810	170089590	1781	+
ENSG00000268221	chrX	154182596	154196135	13540	+
ENSG00000268222	chr19	35382172	35384052	1881	+
ENSG00000268223	chr5	116032324	116060118	27795	+
ENSG00000268225	chr19	52861807	52864151	2345	-
ENSG00000268230	chr19	58346854	58362751	15898	-
ENSG00000268231	chr19	50555370	50557969	2600	-
ENSG00000268234	chr9	42384805	42386136	1332	+
ENSG00000268235	chrX	102215301	102229532	14232	+
ENSG00000268238	chr19	46260420	46260858	439	-
ENSG00000268240	chr19	21587432	21594628	7197	-
ENSG00000268243	chr19	39644502	39644612	111	+
ENSG00000268257	chr6	160003291	160007664	4374	-
ENSG00000268262	chr19	39314651	39320858	6208	-
ENSG00000268266	chr19	57477649	57482996	5348	+
ENSG00000268267	chr19	51563797	51564910	1114	-
ENSG00000268272	chr19	20583084	20583647	564	-
ENSG00000268278	chr19	21637974	21656300	18327	+
ENSG00000268279	chr3	14135217	14148252	13036	+
ENSG00000268282	chr19	53004040	53005150	1111	+
ENSG00000268287	chr19	49064259	49064856	598	+
ENSG00000268288	chr1	151766486	151767000	515	-
ENSG00000268289	chr19	17051994	17055087	3094	+
ENSG00000268292	chr22	20064552	20065705	1154	-
ENSG00000268293	chr19	58136713	58137054	342	+
ENSG00000268295	chr14	91603173	91603433	261	-
ENSG00000268296	chr19	22907086	22914289	7204	-
ENSG00000268297	chr19	7787549	7790621	3073	+
ENSG00000268307	chr19	58400221	58400679	459	+
ENSG00000268309	chr19	16551773	16552328	556	+
ENSG00000268316	chr19	51839771	51840945	1175	-
ENSG00000268318	chr19	51271266	51281234	9969	+
ENSG00000268320	chr17	137526	139067	1542	+
ENSG00000268322	chr19	21318161	21318719	559	+
ENSG00000268324	chr3	46557398	46559694	2297	+
ENSG00000268326	chr19	20972262	20983210	10949	+
ENSG00000268333	chr20	58833809	58836529	2721	-
ENSG00000268335	chr19	20443215	20443725	511	-
ENSG00000268336	chr19	51184905	51190809	5905	+
ENSG00000268350	chrX	52926402	52995472	69071	-
ENSG00000268352	chr19	56672268	56684653	12386	+
ENSG00000268355	chr19	41531206	41532174	969	+
ENSG00000268357	chr19	21123817	21124188	372	+
ENSG00000268361	chr19	43554692	43593036	38345	-
ENSG00000268362	chr19	24033445	24066909	33465	+
ENSG00000268364	chr9	70193997	70258866	64870	-
ENSG00000268366	chr19	40443436	40444087	652	+
ENSG00000268375	chr19	50792685	50793584	900	-
ENSG00000268379	chr19	57175233	57177921	2689	+
ENSG00000268388	chr16	86474529	86509099	34571	-
ENSG00000268390	chr19	51043806	51052077	8272	+
ENSG00000268391	chr4	49548918	49549435	518	-
ENSG00000268392	chr19	57625032	57626950	1919	+
ENSG00000268400	chr19	7629796	7643048	13253	+
ENSG00000268401	chr19	46027654	46030161	2508	+
ENSG00000268403	chr11	9459556	9460702	1147	-
ENSG00000268407	chr19	56793048	56793249	202	-
ENSG00000268412	chr2	26028208	26028612	405	-
ENSG00000268416	chr19	20746923	20755250	8328	-
ENSG00000268423	chr19	46547056	46600861	53806	-
ENSG00000268433	chr19	21677550	21678221	672	-
ENSG00000268434	chr19	45779437	45785973	6537	-
ENSG00000268438	chr19	21826513	21827279	767	+
ENSG00000268439	chr12	6970921	6997428	26508	+
ENSG00000268442	chr19	24162370	24163425	1056	-
ENSG00000268447	chrX	52751132	52790305	39174	+
ENSG00000268455	chr19	23596122	23598159	2038	+
ENSG00000268458	chr19	52142626	52144156	1531	+
ENSG00000268460	chr19	46203426	46214837	11412	+
ENSG00000268461	chr19	20389658	20390689	1032	+
ENSG00000268465	chr19	48465837	48472431	6595	+
ENSG00000268469	chr19	23236308	23236851	544	+
ENSG00000268471	chr4	152536264	152539263	3000	+
ENSG00000268472	chr11	112260265	112261396	1132	+
ENSG00000268473	chr16	86434830	86435884	1055	-
ENSG00000268475	chr19	41425359	41426237	879	+
ENSG00000268480	chr19	8630671	8638649	7979	+
ENSG00000268483	chr19	57065334	57066139	806	+
ENSG00000268486	chr13	18408806	18431605	22800	+
ENSG00000268496	chr19	54434183	54434665	483	+
ENSG00000268499	chr19	38199836	38200934	1099	+
ENSG00000268500	chr19	51612091	51646889	34799	-
ENSG00000268505	chr16	86192793	86198913	6121	-
ENSG00000268509	chr3	5187172	5188298	1127	-
ENSG00000268510	chr19	39236433	39237293	861	-
ENSG00000268516	chr19	58257270	58278808	21539	-
ENSG00000268518	chr19	50486810	50487638	829	-
ENSG00000268520	chr19	51361712	51365544	3833	-
ENSG00000268521	chr19	21289554	21289998	445	-
ENSG00000268529	chr19	41134722	41137308	2587	+
ENSG00000268530	chr19	48465593	48469693	4101	-
ENSG00000268531	chr15	21368459	21370621	2163	+
ENSG00000268532	chr16	86286427	86293389	6963	+
ENSG00000268533	chr19	57394183	57438457	44275	+
ENSG00000268535	chr19	21709522	21710191	670	+
ENSG00000268536	chr19	4785120	4791207	6088	-
ENSG00000268541	chr19	22861303	22861594	292	+
ENSG00000268543	chr19	58418560	58419310	751	+
ENSG00000268545	chr19	57459912	57460120	209	+
ENSG00000268555	chr19	21570822	21587322	16501	-
ENSG00000268560	chr19	20611559	20615389	3831	+
ENSG00000268564	chr19	15124160	15126174	2015	+
ENSG00000268565	chr19	4654964	4655524	561	-
ENSG00000268566	chr18	38655209	38687998	32790	-
ENSG00000268568	chr19	56672574	56673901	1328	-
ENSG00000268573	chr18	35280867	35290201	9335	-
ENSG00000268575	chr1	1702736	1737688	34953	-
ENSG00000268580	chr2	144877734	144882033	4300	-
ENSG00000268581	chr19	51119987	51122965	2979	+
ENSG00000268582	chr19	41652676	41652963	288	+
ENSG00000268583	chr19	48204083	48213154	9072	+
ENSG00000268584	chr10	73625996	73626790	795	+
ENSG00000268589	chr19	22620483	22620724	242	+
ENSG00000268592	chr6	149863494	149919507	56014	+
ENSG00000268593	chr19	55707550	55707855	306	+
ENSG00000268595	chr19	51251231	51271179	19949	-
ENSG00000268597	chr19	22259693	22261335	1643	+
ENSG00000268598	chr19	21063924	21064261	338	+
ENSG00000268601	chr19	43794309	43795658	1350	-
ENSG00000268603	chr2	219497611	219498246	636	-
ENSG00000268605	chr19	42424384	42425071	688	-
ENSG00000268606	chrX	152749863	152753884	4022	-
ENSG00000268614	chr19	7533595	7540059	6465	+
ENSG00000268615	chr9	129328261	129328401	141	+
ENSG00000268618	chr19	8549506	8550139	634	+
ENSG00000268620	chr19	20249052	20250295	1244	+
ENSG00000268621	chr19	46189166	46203083	13918	-
ENSG00000268623	chr19	18040355	18041083	729	+
ENSG00000268628	chr20	19756390	19758037	1648	-
ENSG00000268629	chrX	105218929	105220674	1746	-
ENSG00000268635	chr11	77473371	77477030	3660	+
ENSG00000268636	chr19	49625994	49626439	446	-
ENSG00000268643	chr19	42234583	42255132	20550	-
ENSG00000268649	chr20	58817132	58817725	594	-
ENSG00000268650	chr19	18204730	18220480	15751	+
ENSG00000268651	chrX	154585143	154586821	1679	+
ENSG00000268652	chr19	51194118	51195540	1423	-
ENSG00000268654	chr19	56840902	56848556	7655	+
ENSG00000268655	chr19	49017496	49020523	3028	-
ENSG00000268658	chr19	21483374	21503238	19865	+
ENSG00000268659	chr10	75642476	75643106	631	+
ENSG00000268660	chr19	58044592	58046769	2178	+
ENSG00000268663	chr1	674842	675265	424	+
ENSG00000268669	chr19	49042174	49042731	558	+
ENSG00000268670	chr19	4061615	4062749	1135	-
ENSG00000268673	chr19	15760375	15770828	10454	+
ENSG00000268677	chr19	49688853	49690573	1721	-
ENSG00000268678	chr19	57350848	57352012	1165	-
ENSG00000268681	chr19	49502432	49502639	208	-
ENSG00000268683	chr19	34638122	34640689	2568	-
ENSG00000268685	chr19	22362589	22362825	237	+
ENSG00000268686	chr19	49368705	49388081	19377	-
ENSG00000268696	chr19	22832201	22859422	27222	+
ENSG00000268705	chr19	21521343	21521896	554	-
ENSG00000268707	chr9	129170434	129170940	507	+
ENSG00000268711	chr19	51426347	51426668	322	-
ENSG00000268713	chr19	57261354	57262738	1385	+
ENSG00000268714	chr5	116022391	116058928	36538	+
ENSG00000268717	chr19	22457329	22458212	884	-
ENSG00000268723	chr19	57317208	57317562	355	-
ENSG00000268729	chr19	55312029	55312495	467	-
ENSG00000268731	chr19	21381220	21381921	702	-
ENSG00000268734	chr19	54890673	54891420	748	+
ENSG00000268736	chr4	49246021	49246538	518	+
ENSG00000268738	chrX	149592515	149594716	2202	-
ENSG00000268739	chr19	51014374	51014734	361	+
ENSG00000268742	chr19	6552358	6554494	2137	-
ENSG00000268743	chr19	16844025	16846473	2449	+
ENSG00000268744	chr19	12379189	12401274	22086	-
ENSG00000268745	chr6	41791410	41791477	68	+
ENSG00000268746	chr19	47607524	47733098	125575	+
ENSG00000268747	chr19	21276023	21276332	310	-
ENSG00000268750	chr19	57819719	57858941	39223	+
ENSG00000268751	chr19	34576733	34577701	969	-
ENSG00000268754	chr16	86225580	86275745	50166	-
ENSG00000268756	chr19	38820166	38823223	3058	+
ENSG00000268758	chr19	6952500	6997872	45373	-
ENSG00000268764	chr19	38108500	38109533	1034	-
ENSG00000268777	chr19	51519731	51520260	530	+
ENSG00000268784	chr19	58582024	58582609	586	+
ENSG00000268785	chr19	6593329	6594055	727	+
ENSG00000268789	chr19	22742924	22743410	487	-
ENSG00000268790	chr19	16577642	16660115	82474	-
ENSG00000268794	chr19	23288620	23289345	726	+
ENSG00000268797	chr19	40801297	40898282	96986	+
ENSG00000268798	chr19	1440839	1441938	1100	+
ENSG00000268799	chr5	17491361	17491769	409	-
ENSG00000268803	chr4	69215908	69216635	728	-
ENSG00000268804	chr16	85935281	85936223	943	-
ENSG00000268810	chr19	46382492	46383169	678	-
ENSG00000268812	chr22	30246205	30246998	794	+
ENSG00000268818	chr22	35626988	35635134	8147	-
ENSG00000268823	chr19	22603269	22608501	5233	+
ENSG00000268830	chr19	22447934	22448777	844	-
ENSG00000268833	chr19	41757898	41786893	28996	-
ENSG00000268834	chr19	14891895	14892804	910	-
ENSG00000268836	chr16	185748	186294	547	-
ENSG00000268839	chr19	51505059	51505362	304	-
ENSG00000268842	chr19	53162428	53163563	1136	+
ENSG00000268845	chr19	6953211	6954904	1694	+
ENSG00000268847	chr19	56589495	56590281	787	-
ENSG00000268849	chr19	51211080	51212088	1009	+
ENSG00000268854	chr19	50480119	50483351	3233	-
ENSG00000268858	chr20	63861212	63864293	3082	-
ENSG00000268861	chr19	7382834	7472477	89644	+
ENSG00000268864	chr19	53599628	53608451	8824	-
ENSG00000268866	chr19	58224506	58225469	964	+
ENSG00000268869	chr1	16687339	16720157	32819	-
ENSG00000268870	chr19	12391949	12441082	49134	-
ENSG00000268873	chr18	34737795	34767663	29869	-
ENSG00000268879	chr19	46196238	46197323	1086	+
ENSG00000268883	chrX	153075769	153076968	1200	-
ENSG00000268884	chr19	8346517	8347687	1171	+
ENSG00000268886	chr19	52575883	52585561	9679	-
ENSG00000268889	chr19	51394488	51403650	9163	+
ENSG00000268892	chr19	21221645	21222746	1102	-
ENSG00000268894	chr10	94279277	94287478	8202	-
ENSG00000268895	chr19	58347751	58355183	7433	+
ENSG00000268896	chr2	219547211	219547658	448	-
ENSG00000268902	chrX	152708261	152714549	6289	-
ENSG00000268903	chr1	135141	135895	755	-
ENSG00000268906	chr19	51030076	51034335	4260	+
ENSG00000268908	chr19	23444262	23445189	928	+
ENSG00000268912	chr19	58428632	58431148	2517	-
ENSG00000268916	chrX	152753921	152760222	6302	+
ENSG00000268922	chr19	8778665	8778861	197	-
ENSG00000268926	chr9	95772323	95774734	2412	+
ENSG00000268931	chr19	8423355	8427827	4473	-
ENSG00000268938	chr19	18531613	18532632	1020	+
ENSG00000268940	chrX	135713453	135723539	10087	+
ENSG00000268941	chr20	58634772	58635738	967	+
ENSG00000268942	chr5	62512246	62512482	237	-
ENSG00000268945	chr19	12682693	12687279	4587	-
ENSG00000268947	chr19	35262846	35264804	1959	+
ENSG00000268949	chr1	44988705	44991834	3130	-
ENSG00000268951	chr9	63719864	63720441	578	+
ENSG00000268955	chr8	8188535	8189195	661	-
ENSG00000268957	chr19	51468360	51468636	277	-
ENSG00000268964	chr19	53044738	53051076	6339	+
ENSG00000268967	chr4	49548564	49548855	292	-
ENSG00000268970	chr19	52597699	52598887	1189	-
ENSG00000268975	chr19	40771648	40786685	15038	+
ENSG00000268981	chr19	22665552	22716991	51440	-
ENSG00000268983	chr19	18568506	18569375	870	-
ENSG00000268985	chr19	17009189	17013460	4272	+
ENSG00000268987	chr19	41399372	41400365	994	+
ENSG00000268988	chrX	143711955	143721423	9469	-
ENSG00000268991	chr1	16539066	16539575	510	+
ENSG00000268992	chr19	23384530	23385293	764	+
ENSG00000268993	chr1	121142051	121142438	388	-
ENSG00000268994	chrX	72781865	72782660	796	-
ENSG00000268995	chr19	21188598	21188953	356	+
ENSG00000268996	chr9	137084946	137086817	1872	-
ENSG00000268997	chr19	41638569	41638899	331	-
ENSG00000269001	chr19	53197111	53214522	17412	+
ENSG00000269009	chr19	49255472	49256102	631	-
ENSG00000269012	chr19	20961057	20965140	4084	+
ENSG00000269014	chr19	46826895	46828440	1546	-
ENSG00000269019	chr19	18940322	18946831	6510	+
ENSG00000269021	chr19	51280862	51283022	2161	+
ENSG00000269025	chr19	22605739	22608211	2473	+
ENSG00000269026	chr19	57682045	57753575	71531	+
ENSG00000269028	chr3	96617188	96618236	1049	-
ENSG00000269032	chr19	58586158	58586356	199	+
ENSG00000269035	chr19	17436611	17460804	24194	-
ENSG00000269037	chr19	34905315	34908188	2874	+
ENSG00000269038	chr11	64778954	64779405	452	+
ENSG00000269040	chr19	20784596	20785152	557	-
ENSG00000269043	chr19	20432552	20528615	96064	+
ENSG00000269044	chr19	16633797	16635269	1473	-
ENSG00000269050	chr19	38870159	38873763	3605	+
ENSG00000269053	chr19	17419305	17419774	470	-
ENSG00000269054	chr19	58362585	58366591	4007	+
ENSG00000269055	chr19	20267817	20268391	575	+
ENSG00000269058	chr19	16479057	16496192	17136	-
ENSG00000269066	chr19	17095418	17099307	3890	-
ENSG00000269067	chr19	22975468	23003176	27709	-
ENSG00000269068	chr2	219559083	219559626	544	+
ENSG00000269069	chr19	40023384	40025502	2119	-
ENSG00000269072	chr19	51152923	51181966	29044	-
ENSG00000269082	chr19	52956041	52981654	25614	-
ENSG00000269085	chr19	16565551	16566330	780	+
ENSG00000269086	chr19	34837889	34855304	17416	+
ENSG00000269091	chr19	50043196	50051062	7867	-
ENSG00000269095	chr19	17235940	17255448	19509	-
ENSG00000269096	chrX	135759846	135768191	8346	-
ENSG00000269097	chr19	57664280	57665039	760	+
ENSG00000269099	chr13	25017404	25017536	133	+
ENSG00000269102	chr19	52284780	52297920	13141	-
ENSG00000269103	chr20	49932795	49933078	284	+
ENSG00000269106	chr19	58475355	58475763	409	-
ENSG00000269107	chr19	23257255	23274232	16978	-
ENSG00000269110	chr19	20553792	20661583	107792	-
ENSG00000269113	chr1	47760528	47996895	236368	-
ENSG00000269118	chr19	53299051	53308644	9594	-
ENSG00000269119	chr19	41829692	41830938	1247	+
ENSG00000269124	chr19	46320197	46340004	19808	-
ENSG00000269125	chr13	113165002	113165183	182	-
ENSG00000269130	chr19	51560122	51560590	469	-
ENSG00000269136	chr19	21800480	21801266	787	+
ENSG00000269138	chr19	22463922	22473036	9115	+
ENSG00000269139	chr19	7926001	7926810	810	+
ENSG00000269145	chr19	18144522	18151691	7170	-
ENSG00000269148	chr19	45830164	45831108	945	+
ENSG00000269151	chr19	46390515	46390852	338	-
ENSG00000269153	chr19	7879445	7880120	676	-
ENSG00000269154	chr19	20062755	20063320	566	+
ENSG00000269155	chr6	167795530	167798248	2719	+
ENSG00000269161	chr19	17518330	17520565	2236	-
ENSG00000269172	chr19	39134882	39136463	1582	-
ENSG00000269176	chr11	62786023	62786785	763	-
ENSG00000269177	chr19	43553445	43555494	2050	+
ENSG00000269179	chr19	49909501	49958391	48891	-
ENSG00000269181	chr19	51442379	51442650	272	+
ENSG00000269186	chr16	86196181	86199720	3540	+
ENSG00000269188	chr19	39584042	39586489	2448	+
ENSG00000269189	chr13	98233650	98234700	1051	+
ENSG00000269190	chr19	38941401	38975910	34510	-
ENSG00000269191	chr19	18532908	18536188	3281	+
ENSG00000269194	chr19	49808933	49809738	806	+
ENSG00000269199	chr19	22043500	22050005	6506	-
ENSG00000269210	chr2	38959287	38960342	1056	-
ENSG00000269220	chr22	17777322	17779481	2160	+
ENSG00000269226	chrX	104063871	104076212	12342	-
ENSG00000269228	chr19	7665717	7666476	760	+
ENSG00000269235	chr19	51949134	51981367	32234	+
ENSG00000269236	chr19	58166166	58167145	980	+
ENSG00000269237	chr19	21405159	21491266	86108	+
ENSG00000269242	chr19	12643831	12648397	4567	-
ENSG00000269243	chr19	16123661	16139892	16232	-
ENSG00000269244	chr19	8728735	8729204	470	-
ENSG00000269246	chr19	39341773	39341945	173	-
ENSG00000269253	chr19	51198855	51201449	2595	+
ENSG00000269256	chr10	76558350	76560994	2645	-
ENSG00000269266	chr19	41605341	41605671	331	-
ENSG00000269271	chr19	54589441	54590287	847	+
ENSG00000269274	chr19	20295089	20303794	8706	+
ENSG00000269275	chr19	55377579	55378125	547	-
ENSG00000269281	chrX	52770809	52771080	272	+
ENSG00000269288	chr19	53240675	53241913	1239	+
ENSG00000269289	chr19	23919081	23957930	38850	-
ENSG00000269292	chr19	46609277	46610779	1503	-
ENSG00000269293	chr6	28121795	28137293	15499	-
ENSG00000269296	chr19	40090754	40094406	3653	+
ENSG00000269300	chr19	8821501	8824110	2610	+
ENSG00000269303	chr19	34998233	35000170	1938	-
ENSG00000269304	chr19	57826461	57826778	318	-
ENSG00000269307	chr19	17267418	17282966	15549	+
ENSG00000269313	chrX	49162564	49168483	5920	+
ENSG00000269316	chr19	22609606	22610601	996	+
ENSG00000269318	chr19	4356637	4358448	1812	-
ENSG00000269320	chr19	23602567	23603106	540	+
ENSG00000269321	chr19	48145908	48147413	1506	+
ENSG00000269332	chr19	22596257	22603550	7294	+
ENSG00000269335	chrX	154541199	154565046	23848	+
ENSG00000269343	chr19	57819741	57846238	26498	+
ENSG00000269345	chr19	22174766	22175191	426	-
ENSG00000269349	chr19	52511282	52512342	1061	-
ENSG00000269350	chr19	17360932	17362753	1822	+
ENSG00000269352	chr19	49856970	49859289	2320	-
ENSG00000269353	chr19	40946347	40947450	1104	+
ENSG00000269354	chr19	41639659	41640602	944	-
ENSG00000269356	chr13	113008778	113009424	647	+
ENSG00000269364	chr19	22532626	22533494	869	+
ENSG00000269365	chr18	47878295	47882444	4150	+
ENSG00000269371	chr19	7519916	7520460	545	-
ENSG00000269373	chr19	20838515	20847417	8903	-
ENSG00000269374	chr19	42485076	42485714	639	-
ENSG00000269376	chr13	113009671	113010319	649	+
ENSG00000269378	chr19	14621634	14622242	609	-
ENSG00000269383	chr2	100370255	100370545	291	-
ENSG00000269385	chr19	6898299	6898686	388	+
ENSG00000269386	chr19	8374373	8390685	16313	-
ENSG00000269387	chr6	41764292	41764460	169	-
ENSG00000269388	chr19	51594561	51606150	11590	+
ENSG00000269391	chr3	16530771	16531802	1032	+
ENSG00000269392	chr19	50365880	50369331	3452	-
ENSG00000269397	chr19	23927788	23929287	1500	+
ENSG00000269399	chr19	16542746	16544814	2069	+
ENSG00000269400	chr19	8833065	8833541	477	+
ENSG00000269403	chr19	51350373	51368099	17727	-
ENSG00000269404	chr19	50418938	50431313	12376	+
ENSG00000269405	chrX	102247161	102326719	79559	+
ENSG00000269416	chr19	23399233	23416075	16843	-
ENSG00000269419	chr19	16712317	16712434	118	+
ENSG00000269420	chr19	48061371	48064945	3575	+
ENSG00000269421	chr19	23935220	23936173	954	+
ENSG00000269425	chr19	4339577	4343491	3915	+
ENSG00000269427	chr19	16630743	16643942	13200	+
ENSG00000269431	chr19	23380317	23380876	560	+
ENSG00000269433	chrX	154257538	154271805	14268	+
ENSG00000269437	chrX	102360395	102463274	102880	-
ENSG00000269439	chr19	17488990	17511889	22900	-
ENSG00000269444	chr19	6386762	6390400	3639	-
ENSG00000269445	chr19	38526954	38528555	1602	-
ENSG00000269446	chr7	157109980	157111072	1093	+
ENSG00000269458	chr19	22925377	22925547	171	+
ENSG00000269460	chr19	39685244	39694577	9334	+
ENSG00000269463	chr11	62807682	62808063	382	-
ENSG00000269466	chr5	17655129	17655538	410	-
ENSG00000269469	chr19	49462752	49486231	23480	+
ENSG00000269471	chr19	23204010	23204556	547	+
ENSG00000269473	chr19	58440448	58445849	5402	+
ENSG00000269475	chrX	152682810	152683842	1033	+
ENSG00000269476	chr19	57876765	57916591	39827	-
ENSG00000269480	chr19	17207138	17208010	873	-
ENSG00000269481	chr19	17414257	17422324	8068	-
ENSG00000269482	chr16	90631	91102	472	+
ENSG00000269483	chr19	51842878	51843315	438	-
ENSG00000269486	chr19	38935297	38938632	3336	-
ENSG00000269487	chr19	46728603	46732700	4098	+
ENSG00000269489	chr1	151798054	151798602	549	+
ENSG00000269495	chr19	50950185	50963649	13465	+
ENSG00000269502	chrX	72872025	72943814	71790	-
ENSG00000269504	chr19	22017959	22036315	18357	-
ENSG00000269505	chr19	22128627	22130318	1692	-
ENSG00000269506	chr4	54059597	54061210	1614	+
ENSG00000269509	chr19	22773853	22774424	572	+
ENSG00000269514	chr12	48198387	48202031	3645	+
ENSG00000269516	chr19	15564074	15584709	20636	+
ENSG00000269519	chr19	39631300	39631446	147	-
ENSG00000269524	chr19	54224523	54224881	359	+
ENSG00000269526	chr19	53013921	53016122	2202	+
ENSG00000269533	chr19	57389884	57419994	30111	+
ENSG00000269534	chr19	48118432	48127706	9275	+
ENSG00000269535	chr19	52300693	52345229	44537	-
ENSG00000269540	chr19	50058882	50060232	1351	-
ENSG00000269543	chr19	23068473	23071476	3004	-
ENSG00000269546	chr19	6562123	6563848	1726	-
ENSG00000269547	chr19	38915404	38949855	34452	-
ENSG00000269549	chr20	45445431	45448580	3150	+
ENSG00000269552	chr19	14852032	14852944	913	-
ENSG00000269553	chr19	35330843	35331920	1078	+
ENSG00000269556	chrX	149596556	149631912	35357	-
ENSG00000269559	chr4	74156511	74158373	1863	-
ENSG00000269560	chr19	12529768	12532973	3206	-
ENSG00000269564	chr19	53788782	53789168	387	+
ENSG00000269565	chr19	50758382	50759192	811	+
ENSG00000269570	chr11	58611119	58612642	1524	-
ENSG00000269575	chr19	22140532	22141117	586	+
ENSG00000269576	chr19	46809585	46810183	599	+
ENSG00000269578	chr19	16586905	16587985	1081	-
ENSG00000269580	chr19	51508573	51509311	739	+
ENSG00000269583	chr19	43574638	43575618	981	+
ENSG00000269584	chr19	39534463	39535021	559	+
ENSG00000269586	chrX	135881063	135889086	8024	-
ENSG00000269588	chr19	39553034	39555356	2323	+
ENSG00000269590	chr19	12664828	12669397	4570	-
ENSG00000269599	chr13	98329655	98333236	3582	-
ENSG00000269600	chr19	58593896	58599355	5460	-
ENSG00000269604	chr19	4791745	4795559	3815	-
